lat,lng,category,title,timeStamp,zip,twp
59.737192335114116,75.23485254597841,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
20.55414995837684,19.743141770494418,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
65.72396883749892,148.66465837317583,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-14.26485416738008,134.82091266705146,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
28.055327736124198,117.23198495102474,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
62.01258508549037,146.0108807719244,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
53.67156426188522,74.3044618271947,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
42.394075682615295,66.78359281752336,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
49.385539538900545,34.59013205552574,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-23.102270079783764,-49.47779144197014,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
1.7516534076047847,30.650670407849958,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
55.313444467506486,-117.96286915613807,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
-6.676666215955699,21.15133050624911,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
65.37946088498734,-149.1266767009845,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
-42.0708592352667,-71.17714611179333,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
27.53406794679961,16.941993304792703,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
55.38773574257472,135.1706364919765,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
-27.291762497098674,148.91973786024403,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
44.142293504292596,100.741682744993,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
45.324621033113374,109.1862187868885,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
34.06824273818653,4.4897505193175675,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
66.61731320185974,86.39806068294035,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
64.4947738147582,89.21445110713307,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
9.964533834731782,44.01771345041129,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-13.176003019911064,22.793981523186204,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
36.59561774103392,4.140590367622565,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-25.05138200033612,32.70716474367637,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
-30.98653566852026,143.7114735827713,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
66.59897363667454,-49.208029972478045,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
11.489309701460385,77.884642090059,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
-25.697767438199797,138.37269364101695,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
-19.335998359968094,-61.871441605050705,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
20.908456538188958,21.816440705880268,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
27.80980382960186,-6.620372634237384,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-30.79358500247973,136.56469850467312,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
60.513954151048836,45.29123030559751,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
50.64458783949547,97.6663710190495,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
41.054267174753505,-121.44620578553435,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
57.71149767152127,45.49686922291417,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
67.89470304908401,22.112122132701302,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-18.109744812480237,-64.37145998814873,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
56.41696784470142,96.09397313518843,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-19.474107763901813,139.1195257043189,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
47.64291676817416,-83.22575007851152,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
25.64974909435297,26.034934809784318,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-53.386533009861076,-69.89609675032929,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
1.660146662045193,-51.1735307677356,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
10.855639658212581,-9.841393591912691,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-38.21645538441187,-68.36006435676471,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
49.10602536617961,131.64762287700177,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-54.51172948951049,-67.09946053582233,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
-18.501450037946356,29.82277536015269,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
53.858870104648716,-59.48875391163814,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
58.009581062859965,129.92660851930526,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-34.00128028717257,147.3587416692227,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-14.159609041587082,130.71136915278805,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
42.59581346776939,117.18993696778284,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
47.10565773657956,-112.73843582631044,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
49.8765354172093,71.7134151482436,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-24.746603687827196,143.49774736771485,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
36.47186169856636,33.09880605506015,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-37.48093331558567,141.7286362157579,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
3.420403190469372,33.480791155554215,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
45.23579062741095,73.55424665452057,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
11.465035288113725,18.64575717030354,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
12.141334897978126,20.982503753296726,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
69.29077512422302,-107.80620154351826,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
67.47009048947156,38.40515994740181,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
46.72753344117807,-110.6253652504864,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
68.78221184846137,25.073586673983613,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
51.83080135782974,103.05131020159854,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-7.290310140887122,142.20038201235866,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
32.71368578642847,-82.70326857892422,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
25.741009128057684,11.764732820466122,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
69.55360637168712,107.73990874964016,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
25.696494553410787,115.31274923222156,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
24.024249741796254,106.8499366571167,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
48.869738515817545,93.30785422987975,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
24.28222708229812,18.3271966959758,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
66.46384722439916,115.47233888306926,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
63.45418498662265,101.85967712249226,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
61.62805010114337,-104.42894090784971,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-14.309608942551826,-53.38455477742748,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
62.04284286240758,117.51449159896515,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
51.2997077102918,-117.24374231413898,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-1.1326991824913648,-52.92173106735871,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
60.65946028075611,126.22604787888827,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
49.46035942520572,114.26209555010621,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-5.173595627374382,-60.03742537924886,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-16.956885116815172,-41.400079477368195,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-28.703582425367507,114.75719538614948,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
42.350000896492446,69.80229542830884,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
47.453093863239786,89.01431727923926,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
66.91535703067406,-73.03102000056407,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
37.740790220783964,97.3218889656323,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
35.522945362853235,83.01213321130939,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
22.0597338013048,98.29845657787752,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
26.62111821280257,100.33158922499365,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
-5.7605140853527885,13.384806262885093,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
25.746343689527492,93.13334030793965,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
18.909536757300913,24.165467597457706,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
67.60097083864603,-137.68185708754112,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
49.534078428841056,77.19405206025164,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
24.16484663808987,97.61728653139812,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
39.16598671566379,-103.01229377625307,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-13.74281506406868,135.78976074135505,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
41.38312257222212,115.50287604716732,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
62.956461257138585,86.66258050139515,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
24.083747569855902,10.917593596664034,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
24.7616374170631,-100.78267450470226,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
4.430221010145971,-65.97862166811417,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
11.408710788871247,-4.423011438675815,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
32.71569359703294,-4.684407184591208,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
11.754822361285164,-6.36334394441954,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
17.649802869128123,-5.795848477656818,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-30.508927541631653,-54.42544876180152,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
42.654451883831655,-97.70270556899288,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
41.26453073598195,82.48163899429602,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
62.197907496791586,-109.678369826397,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
60.96748861770925,119.47170959144893,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
18.17837635618406,-102.23388982230077,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-29.075726432883812,19.733086781954796,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
68.98605494827419,-148.22079952701068,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
68.9729591955277,-26.633235207145617,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
-5.755398919249345,-42.39173075862567,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-36.40630460070338,146.33575022068436,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
-38.108195090487335,-67.04111119419632,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
51.56034688735181,139.37186493332598,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
58.92051807006776,-121.81100950482269,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
19.362998899458887,75.51265454097822,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-25.87134135946347,15.416403335746509,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
53.83756514806065,25.524027982756735,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
49.1967723529701,-114.2322997676666,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
40.790577165103485,-3.874794603611349,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-7.184474556085512,108.35214266732191,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
7.84319928752079,45.21842739975165,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
69.5137756341829,158.86702975295412,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
49.781335505999124,133.94684049848792,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
23.207387392125,109.73416714607413,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-34.83247006744173,148.5231724103382,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
65.53238642754762,157.84408497179015,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
63.24605872996469,67.68816448551178,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
57.92971836715853,76.80197523437238,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-0.32921791362350206,110.72951219295561,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
9.937823977557315,22.80516178120874,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
18.577897667749127,52.45480056843013,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
63.810551570688446,164.91263281613902,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
35.75777223357545,115.34270865100814,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
51.25063634641448,130.2401142184949,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
46.718508395728506,-106.2330035985757,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
27.4236908966094,92.27515704460183,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
63.38052735024418,72.0816420792851,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-0.8042882086571836,116.20330597997224,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
18.286021326472763,1.8877929846134123,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
31.095521340648844,52.70412308717181,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
37.170536817254714,87.79848210094008,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
4.2155453940114,44.93984706403245,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
62.637801964795926,156.86510779488611,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
51.039430892174565,26.63344382878779,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
18.109853351249384,2.017590322159066,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
55.056260935911965,75.65856712097661,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
54.49201766418744,-130.27709866093673,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
42.12119909088409,-88.90663230172025,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-6.489959210104779,-67.34631303242669,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
32.93596844257779,129.98356939396808,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
67.4646382976546,14.99968021283496,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
42.19069485014866,83.99524158624922,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
58.50109074055396,31.984857031150938,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
51.63009973027772,41.17756170554469,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
23.980849189841493,52.414906300374156,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
46.313014628550405,112.26174808660977,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
20.19451268561484,26.801673955140785,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
50.69606524366229,-114.18149167709655,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
47.781977206463736,127.43955878547115,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
64.24435091654884,100.37802178825916,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
47.395829730800884,-105.83264051181887,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
15.03525035659095,-4.479392310016806,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
6.003402779586992,46.625549242937296,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
33.123603115605434,48.39797571626403,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
22.223121383896782,83.32877213070043,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
-10.551167290422455,33.027150736969816,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-15.48743007151635,128.26184915771216,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
31.109761052015486,47.17061429289086,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
64.7528704794365,154.73661373678334,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
5.259668427305954,13.850710176197339,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
66.00427250181563,169.22047438857624,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
-19.267791620019047,-64.09778901049398,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
25.86251594068746,92.17676258900917,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
-9.939539881793543,-68.05075493303325,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
23.961909716797877,72.15121338827211,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
46.99109049290699,-93.4330096404995,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
35.59269530639004,70.15502832495119,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
-30.4842964910162,-67.75955538116436,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
37.34174355803799,-120.19776082431153,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
26.51256263749123,14.504235227138139,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
-55.06877068949856,-68.20256810305361,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
-11.71024106670739,-42.674950472135464,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
51.685332984179055,-108.96771270660265,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
58.41937346023407,136.50822942694026,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
38.05849156135967,74.34165410788094,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
-31.660964221715815,19.754809573125186,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
37.05555670944851,110.31709914154743,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
16.218310837608414,121.84541348040415,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
30.556077452600036,-106.66688656281607,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
69.94340633482713,69.4225008156665,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
16.474055562825527,-6.756148679688977,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
57.52687363672615,46.905527495990384,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
25.841731493679475,3.5414336793500922,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
-6.296199522952257,-43.48491045133602,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
2.789928158445221,-69.57805009557164,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
17.008301422447488,73.94967995852735,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
47.65448528342918,127.31890705792301,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
-32.89245693044938,-63.37955290571563,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
59.07842771175987,37.47597582043619,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
49.42148013800437,25.69318518451277,Fire,Fire: BUILDING FIRE,2015-12-10 17:00:00,00000,Global Sector
43.3113687804407,-105.83034852159274,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
59.45056582797159,-71.95818963685353,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
13.791301178852109,-11.34787316494112,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
43.291664122850946,100.31915451985049,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
64.16860944440943,66.39161463938447,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
47.45527370652587,-86.36756311674866,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
47.33494513207047,57.42436947334457,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
7.995370771385822,14.580232046877939,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
57.711980701659456,80.03381111068433,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
27.4951917665324,35.660494172392816,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
41.024990869860716,92.81997279685157,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
19.585005532213458,17.725725752438848,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
34.426971260798965,99.86580784550353,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
39.25978164352769,-110.76495264648291,EMS,EMS: MEDICAL EMERGENCY,2015-12-10 17:00:00,00000,Global Sector
38.78033284686329,-86.87888718259472,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
12.71827060695749,79.15480805467581,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
52.682447408320755,139.19486296266672,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
60.629471302648824,95.25213242938321,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
11.423180484926789,12.467752902437383,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
66.75765668292577,178.3202021463178,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
16.414593354117727,106.92328298625557,Fire,Fire: FIRE ALARM,2015-12-10 17:00:00,00000,Global Sector
22.224005944637113,76.66420571987078,Traffic,Traffic: VEHICLE ACCIDENT,2015-12-10 17:00:00,00000,Global Sector
-15.443950598236007,-51.309508482215904,Fire,Fire: GAS LEAK,2015-12-10 17:00:00,00000,Global Sector
-27.406122973691424,-58.485932002263056,EMS,EMS: CARDIAC ARREST,2015-12-10 17:00:00,00000,Global Sector
22.534180593064562,83.87143679136551,Traffic,Traffic: DISABLED VEHICLE,2015-12-10 17:00:00,00000,Global Sector
31.361656364292344,103.82681543630827,EMS,EMS: INJURY,2015-12-10 17:00:00,00000,Global Sector
55.92256064423401,76.33617043369696,Traffic,Traffic: ROAD CLOSURE,2015-12-10 17:00:00,00000,Global Sector
